id,Year,Sample Name,BET(m2 / g),Eg(eV),NO2(%),PT(h),T(℃),PM(g),HR(℃/min),urea,thiourea,dicyandiamide,melamine,Whether doping,Doping content(wt%),Load/g(12cm),Tungsten halogen lamp, LED lamp,Xe lamp,Metal halide lamp,Else,Intensity(W/m2),Flow rate(L/min),Pore volume(cm3/g),NOx(%)
322,2017,BSGSCN,106.38,2.69,17.037987895734943,4.0,520.0,20.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0,1.0,0.0,0.0,1600.0,2.4,0.1734,29.6
323,2016,CN,10.0,2.63,18.50263666622667,4.0,550.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,3.0,0.708,21.6
324,2016,BOC-CN-140,19.96,2.44,14.680466369433766,4.0,550.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,1,0.0,0.0,0.0,1600.0,3.0,0.127,26.1
325,2016,BOC-CN-160,27.1,2.6,14.9,4.0,550.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,1.0,0,0.0,0.0,0.0,1600.0,3.0,0.042,34.8
326,2018,CN,17.8,2.7,12.505,3.0,550.0,10.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0,1.0,0.0,0.0,254.6,3.0,0.14586857995255129,21.466
327,2018,CNT,25.5,2.66,11.69,3.0,550.0,10.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0,1.0,0.0,0.062287667100082544,254.6,3.0,0.14672654671848048,23.711
328,2018,BCNT,27.9,2.54,7.32,3.0,550.0,10.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0,1.0,0.0,0.0,254.6,3.0,0.14830249426490622,30.554
330,2020,g-C3N4/TiO2-2,35.4,2.6,15.033758620328936,2.0,550.0,10.0,5.0,0.0,0.0,0.0,1.0,1.0,5.0,0.1,0.0,0,1.0,0.0,0.0,790.0,2.4,0.118,55.4
331,2020,CN,46.28764628661329,2.86,39.4,1.0,550.0,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0.0,1.0,0.0,410.0,2.0,0.14490102674368507,20.2
332,2020,0.5% InP/g-C3N4,47.19625982530149,2.12,17.5,1.0,550.0,15.0,15.0,1.0,0.0,0.0,0.0,1.0,0.5,0.2,0.0,0,0.0,1.0,0.0,410.0,2.0,0.14686664252798995,39.6
335,2020,CN,34.8,3.0,8.8,4.0,550.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0,0.0,1.0,0.0,1600.0,2.0,0.17620143898885415,22.0
336,2020,Mo-CN(0.7%)/g-C3N4,53.5,3.03,4.0,4.0,550.0,10.0,10.0,0.0,0.0,0.0,1.0,1.0,0.7,0.2,0.0,0,0.0,1.0,0.0,1600.0,2.0,0.301443989781606,36.0
