id,Year,Sample Name,BET(m2 / g),Eg(eV),NO2(%),PT(h),T(℃),PM(g),HR(℃/min),urea,thiourea,dicyandiamide,melamine,Whether doping,Doping ratio(wt%),Load/g(12cm),Tungsten halogen lamp, LED lamp,Xe lamp,Metal halide lamp,Else,Intensity(W/m2),Flow rate(L/min),Pore volume(cm3/g),NOx(%),CT(h),Load (g)
172,2019, CNCU1,5.7,2.73,13.33,4.0,520.0,3.0,20.0,0.0,0.0,0.0,1.0,1,0.3,0.1,0.0,0,1.0,0.0,0.0,14.0,1.0,0.14841224308168727,75.0,0.0,0.0
175,2019, g-C3N4,6.3,2.79,25.83,4.0,520.0,4.0,10.0,0.0,0.0,0.0,1.0,0,0.0,0.1,0.0,0,1.0,0.0,0.0,14.0,1.0,0.14982005083828567,31.0,0.0,0.0
176,2019,CNSr0.05,7.5,2.77,12.67,4.0,520.0,4.0,10.0,0.0,0.0,0.0,1.0,1,0.05,0.1,0.0,0,1.0,0.0,0.0,14.0,1.0,0.14750558079975873,59.0,0.0,0.0
177,2020,g-C3N4,9.576851467703262,2.79,26.0,4.0,520.0,4.0,5.017279225720989,0.0,1.0,0.0,0.0,0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.20483198048124052,35.0,0.0,0.0
178,2020,MgCN0.2,10.21999011018044,2.77,13.33,4.0,520.0,4.0,5.009139525505227,0.0,1.0,0.0,0.0,1,0.2,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.2214703135950502,43.0,0.0,0.0
179,2020,CaCN0.2,9.85336580216643,2.74,19.0,4.0,520.0,4.0,5.004661119596286,0.0,1.0,0.0,0.0,1,0.2,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.22083474516939783,53.0,0.0,0.0
180,2020,SrCN0.2,10.223538414622368,2.77,12.83,4.0,520.0,4.0,5.009453465651548,0.0,1.0,0.0,0.0,1,0.2,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.23637947124872755,55.0,0.0,0.0
181,2020,BaCN0.2,10.001490987282873,2.79,17.33,4.0,520.0,4.0,5.006028922345037,0.0,1.0,0.0,0.0,1,0.2,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.22908935345240106,62.0,0.0,0.0
183,2022,9-CN,11.11,2.7423994839395074,10.67,4.0,520.0,4.0,5.0,0.0,0.0,0.0,1.0,1,12.0,0.05,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.1416003243924947,78.37,0.0,0.0
184,2019,g-C3N4,50.54,2.7,25.17,2.0,550.0,5.218428358298041,10.0,1.0,0.0,0.0,0.0,0,0.0,0.05,0.0,1,0.0,0.0,0.0,14.0,1.0,0.42568459621269217,35.6,0.0,0.0
187,2015, HA0.5-CN,32.0,2.8,13.67,2.0,520.0,10.0,20.0,0.0,0.0,0.0,1.0,1,0.5,0.15,0.0,1,0.0,0.0,0.0,14.0,1.0,0.24148239658453532,54.3,0.0,0.0
189,2015,HA1.5-CN.,75.0,2.78,21.17,2.0,520.0,10.0,20.0,0.0,0.0,0.0,1.0,1,1.5,0.15,0.0,1,0.0,0.0,0.0,14.0,1.0,0.3250115923932057,60.2,0.0,0.0
191,2020,CNFe0.05,3.404,2.78,17.762335936866606,4.0,520.0,4.0,5.0,0.0,0.0,0.0,1.0,1,0.05,0.05,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.11470713371624904,66.6,0.0,0.0
192,2020,CNFe0.25,5.4,2.76,17.69945954983868,4.0,520.0,4.0,5.0,0.0,0.0,0.0,1.0,1,0.25,0.05,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.11779068520914551,70.0,0.0,0.0
193,2020,CNFe0.5,4.235,2.66,17.62808037747722,4.0,520.0,4.0,5.0,0.0,0.0,0.0,1.0,1,0.5,0.05,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.118322740093784,75.0,0.0,0.0
194,2020,CNFe1.0 ,5.131,2.66,17.559100794452007,4.0,520.0,4.0,5.0,0.0,0.0,0.0,1.0,1,1.0,0.05,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.11795441367714153,75.33,0.0,0.0
195,2021,g-C3N4,34.7,2.79,17.73897376502485,4.0,520.0,3.0,7.810617468349087,0.0,0.0,0.0,1.0,0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.1289840893630695,39.5,0.0,0.0
197,2020,CN,141.7,2.76,14.0,4.0,550.0,10.0,5.0,1.0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.5309660540261151,35.0,0.0,0.0
198,2020,IBOI / CN,74.3,2.55,2.8,4.0,550.0,10.0,5.0,1.0,0.0,0.0,0.0,1,30.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.3738212144037958,57.0,0.0,0.0
199,2021, g-C3N4,87.91682833050473,2.75,12.75,2.0,550.0,5.121656257392401,2.0,0.0,0.0,0.0,1.0,0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.22028970028511918,36.82,0.0,0.0
201,2017,CN,9.0,2.7,2.0,2.0,550.0,20.0,10.0,0.0,0.0,1.0,0.0,0,0.0,0.2,0.0,1,0.0,0.0,0.0,14.0,1.0,0.055,22.2,0.0,0.0
205,2020, g-C3N4,10.5,3.01,14.5,1.0,550.0,15.0,52.0,1.0,0.0,0.0,0.0,0,0.0,0.2,0.0,1,0.0,0.0,0.0,500.3772092817424,1.0,0.09985971783475418,31.0,0.0,0.0
207,2017,M5,11.56,2.51,11.086228064974724,3.0,550.0,4.0,20.0,0.0,0.0,0.0,1.0,1,5.0,0.2,0.0,0,0.0,0.0,1.0,10.0,3.0,0.063,22.5,0.0,0.0
208,2017,M10,10.14,2.44,11.414570611613492,3.0,550.0,4.0,20.0,0.0,0.0,0.0,1.0,1,10.0,0.2,0.0,0,0.0,0.0,1.0,10.0,3.0,0.07,21.5,0.0,0.0
210,2017,MTi5,50.16,2.96,11.1548222911514,3.0,550.0,4.0,20.0,0.0,0.0,0.0,1.0,1,5.0,0.2,0.0,0,0.0,0.0,1.0,10.0,3.0,0.495,22.5,0.0,0.0
211,2017,MTi10,48.44,2.95,11.717621462666816,3.0,550.0,4.0,20.0,0.0,0.0,0.0,1.0,1,10.0,0.2,0.0,0,0.0,0.0,1.0,10.0,3.0,0.473,21.5,0.0,0.0
212,2017,Ti10,51.49,3.06,11.712920233715277,3.0,550.0,4.0,20.0,0.0,0.0,0.0,1.0,1,10.0,0.2,0.0,0,0.0,0.0,1.0,10.0,3.0,0.526,30.2,0.0,0.0
213,2019,PCN,72.82685357315083,2.7,13.3,2.0,450.0,5.0,10.0,1.0,0.0,0.0,0.0,0,0.0,0.15,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.5336870917942136,36.0,0.0,0.0
214,2020,CN,105.1,2.71,20.13,4.0,550.0,20.0,2.5,1.0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.5784519111672709,34.9,0.0,0.0
216,2020,CN /Au /ZIS-1,136.43,2.52,6.85,4.0,550.0,20.0,2.5,1.0,0.0,0.0,0.0,1,1.3646219267792856,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.5416719326457838,59.7,0.0,0.0
217,2021,C3N4,9.7,2.69,23.25159434520017,4.0,520.0,20.0,2.0,0.0,0.0,1.0,0.0,0,0.0,0.3,0.0,0,1.0,0.0,0.0,1600.0,0.027,0.0596,21.0,0.0,0.0
219,2020, g-C3N4,47.7,2.79,7.9,5.0,550.0,2.0,10.0,0.0,0.0,0.0,1.0,0,0.0,0.3,1.0,0,0.0,0.0,0.0,1800.0,3.0,0.1649712505538321,29.3,0.0,0.0
223,2018, CN,10.8,2.63,39.5,3.0,550.0,10.0,5.0,0.0,0.0,0.0,1.0,0,0.0,0.1,0.0,0,1.0,0.0,0.0,254.6,0.6,0.14418058528722338,19.3,0.0,0.0
225,2022,g-C3N4,9.25,3.17,15.8,4.0,550.0,10.0,10.0,0.0,0.0,0.0,1.0,0,0.0,0.2,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.3580730300711876,25.8,0.0,0.0
227,2019,CN,72.43997391590094,2.72,12.103760525975057,4.0,550.0,2.0,2.3,0.0,0.0,0.0,1.0,0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,2.4,0.24060731589591441,23.4,0.0,0.0
229,2018,PICN,119.6,2.49,15.460634265709103,4.0,550.0,2.0,4.1322852635310525,0.0,0.0,1.0,0.0,1,0.015471310959697565,0.08,0.0,0,1.0,0.0,0.0,1600.0,2.0,0.5633039088250718,46.0,0.0,0.0
231,2019,g-C3N4,41.18514933322249,2.89,6.5,2.0,550.0,10.0,5.0,0.0,0.0,1.0,0.0,0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.222010014673115,32.0,0.0,0.0
232,2019,AVO-CN-GA,45.622731648138775,2.55,2.83,2.0,550.0,10.0,5.0,0.0,0.0,1.0,0.0,1,8.13457386799861,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.2194177166124614,65.0,0.0,0.0
233,2019,CN,110.15,2.73,16.17,4.0,550.0,30.0,2.5,1.0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.5521062660454923,33.0,0.0,0.0
234,2019,CN-CO-100,131.99,2.6891215769391863,6.17,4.0,550.0,30.0,2.5,1.0,0.0,0.0,0.0,1,1.1302016960193138,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.5219317762397472,57.0,0.0,0.0
235,2021,CN,108.29,2.93,13.43,4.0,525.0,10.0,5.0,1.0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.37791673896175104,35.6,0.0,0.0
236,2021,2CN/NU6-rGO-80,384.14,2.84,1.47,4.0,525.0,10.0,5.0,1.0,0.0,0.0,0.0,1,20.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.9090043180966241,65.4,0.0,0.0
237,2021, g-C3N4,108.27,2.95,10.275042817863905,4.0,550.0,10.0,2.5,1.0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.5690193519785772,34.2,0.0,0.0
238,2021, 7% α-Fe2O3/g-C3N4,67.05,2.06,8.082431700932677,4.0,550.0,10.0,2.5,1.0,0.0,0.0,0.0,1,7.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.34074015559397614,60.8,0.0,0.0
239,2016,CN,9.0,2.5,14.630696292063716,2.0,550.0,2.0,5.0,0.0,0.0,1.0,0.0,0,0.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.071,24.9,0.0,0.0
240,2016,CN-1,32.0,2.61,10.451497492028373,2.0,550.0,2.0,5.0,0.0,0.0,1.0,0.0,1,1.1370007889434168,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.202,31.9,0.0,0.0
241,2016,CN-1.5,59.0,2.64,10.32852552197253,2.0,550.0,2.0,5.0,0.0,0.0,1.0,0.0,1,0.2756419243325352,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.377,34.9,0.0,0.0
242,2016,CN-2,50.0,2.52,10.895025025561411,2.0,550.0,2.0,5.0,0.0,0.0,1.0,0.0,1,0.35879157986824767,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.37,47.1,0.0,0.0
243,2016,CN-2.5,30.0,2.53,11.601365984757548,2.0,550.0,2.0,5.0,0.0,0.0,1.0,0.0,1,1.3216293728897162,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.184,34.2,0.0,0.0
246,2018,5-g-C3N4 /GO,138.57521839539478,2.87617160217213,7.64,1.0,550.0,15.0,52.0,1.0,0.0,0.0,0.0,1,5.0,0.4,1.0,0,0.0,0.0,0.0,1600.0,1.0,0.21610027666390652,34.6,0.0,0.0
247,2018,7-g-C3N4 /GO,177.0,2.89,10.64,1.0,550.0,15.0,52.0,1.0,0.0,0.0,0.0,1,7.0,0.4,1.0,0,0.0,0.0,0.0,1600.0,1.0,0.5212865770999524,44.1,0.0,0.0
248,2018,9-g-C3N4 /GO,149.4639919864062,2.8739647718038195,8.14,1.0,550.0,15.0,52.0,1.0,0.0,0.0,0.0,1,9.0,0.4,1.0,0,0.0,0.0,0.0,1600.0,1.0,0.2252265029943845,45.9,0.0,0.0
251,2019,CN,15.05,2.7,12.549447971385938,4.0,550.0,2.0,2.0,0.0,0.0,0.0,1.0,0,0.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.1592665249270931,30.94,0.0,0.0
252,2019,OCN,125.96,2.79,13.217071428496267,4.0,550.0,2.0,2.0,0.0,0.0,0.0,1.0,1,0.05246381546455603,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.5572417576145384,41.44,0.0,0.0
253,2016,CN,78.3,2.74,37.0,2.0,550.0,10.0,15.0,0.0,1.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,1.0,468.0,2.5,0.16728751837530995,34.42,0.0,0.0
254,2016,90% GOA/CN,385.2,2.58,22.0,2.0,550.0,10.0,15.0,0.0,1.0,0.0,0.0,1,90.0,0.2,0.0,0,0.0,0.0,1.0,468.0,2.5,0.21142717417858448,47.41,0.0,0.0
255,2018,CN,65.64570215841428,2.7,19.700655330950323,2.0,550.0,10.0,15.0,1.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,0.0,1.0,1600.0,2.4,0.3288803589649286,32.6,0.0,0.0
256,2018,25%-N-TiO2 /g-C3N4,100.10108853138976,2.84,13.88266832084145,2.0,550.0,10.0,15.0,1.0,0.0,0.0,0.0,1,25.0,0.2,0.0,0,0.0,0.0,1.0,1555.9595752523599,2.4,0.48157484930674693,46.1,0.0,0.0
258,2014,MCN,104.0,2.53,29.064510867699283,2.0,550.0,10.0,15.0,0.0,0.0,1.0,0.0,1,1.0,0.1,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.5045303492899991,50.3,0.0,0.0
261,2020,CN,35.0,2.6,10.68,1.0,550.0,18.0,52.0,1.0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.0,1.0,0.0,358.8,2.0,0.1014645649345347,38.8,0.0,0.0
262,2020,CN-Ni-33%,95.0,2.6,0.0,1.0,550.0,18.0,52.0,1.0,0.0,0.0,0.0,1,33.0,0.1,0.0,0,0.0,1.0,0.0,358.8,2.0,0.20113970323608724,51.3,0.0,0.0
263,2020,CN,34.8,2.6,8.9,4.0,550.0,10.0,10.0,0.0,0.0,0.0,1.0,0,0.0,0.2,0.0,0,0.0,1.0,0.0,358.8,2.0,0.14747965568564284,21.88,0.0,0.0
264,2020,0.7%Mo-CN,53.5,2.7,10.05,4.0,550.0,10.0,10.0,0.0,0.0,0.0,1.0,1,0.7,0.2,0.0,0,0.0,1.0,0.0,358.8,2.0,0.15981311686884722,35.78,0.0,0.0
266,2019,CN,19.9,2.71,12.075,3.0,550.0,1.0,2.5,0.0,0.0,0.0,1.0,0,0.0,0.1,0.0,0,0.0,1.0,0.0,252.8,2.0,0.14675203123915403,18.2,0.0,0.0
267,2019,CNT-8,28.2,2.75,9.832,3.0,550.0,1.0,2.5,0.0,0.0,0.0,1.0,0,0.0,0.1,0.0,0,0.0,1.0,0.0,252.8,2.0,0.15937611586990333,23.7,0.0,0.0
268,2019,CNT-12,67.5,2.78,8.119,3.0,550.0,1.0,2.5,0.0,0.0,0.0,1.0,0,0.0,0.1,0.0,0,0.0,1.0,0.0,252.8,2.0,0.17640404052093125,32.8,0.0,0.0
269,2019,CNT-16,69.2,2.77,11.167,3.0,550.0,1.0,2.5,0.0,0.0,0.0,1.0,0,0.0,0.1,0.0,0,0.0,1.0,0.0,252.8,2.0,0.17667175949659725,26.9,0.0,0.0
274,2015,CN,39.1,2.69,7.384918287074576,4.0,550.0,10.0,5.0,0.0,0.0,0.0,1.0,0,0.0,0.1,0.0,1,0.0,0.0,0.0,1600.0,1.0,0.21167000739373873,40.08,0.0,0.0
275,2015,0.5% TAP-CN,37.5,2.63,7.362453268093225,4.0,550.0,10.0,5.0,0.0,0.0,0.0,1.0,1,0.5,0.1,0.0,1,0.0,0.0,0.0,1600.0,1.0,0.16659278670127345,54.43,0.0,0.0
276,2015,1% TAP-CN,37.2,2.59,7.26862243661909,4.0,550.0,10.0,5.0,0.0,0.0,0.0,1.0,1,1.0,0.1,0.0,1,0.0,0.0,0.0,1600.0,1.0,0.16663852673747923,59.43,0.0,0.0
277,2015,2% TAP-CN,29.4,2.54,6.701536049897032,4.0,550.0,10.0,5.0,0.0,0.0,0.0,1.0,1,2.0,0.1,0.0,1,0.0,0.0,0.0,1600.0,1.0,0.15739040927735942,58.73,0.0,0.0
278,2015,3% TAP-CN,26.5,2.5,6.403270045822238,4.0,550.0,10.0,5.0,0.0,0.0,0.0,1.0,1,3.0,0.1,0.0,1,0.0,0.0,0.0,1600.0,1.0,0.14233096355711575,58.41,0.0,0.0
279,2015,10% TAP-CN,26.8,2.39,5.530508427791993,4.0,550.0,10.0,5.0,0.0,0.0,0.0,1.0,1,10.0,0.1,0.0,1,0.0,0.0,0.0,1600.0,1.0,0.16773238569799484,51.74,0.0,0.0
280,2018,CNQDs,39.9496671716843,2.64,6.18,4.0,550.0,10.0,5.0,0.0,0.0,1.0,0.0,1,0.7091896556410133,0.05,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.21944089985381862,65.0,0.0,0.0
281,2017,CN,34.343552585564154,2.66,13.0,3.0,550.0,5.0,21.411873679652185,0.0,0.0,0.0,1.0,0,0.0,0.1,0.0,0,0.0,0.0,1.0,10.0,3.0,0.2722170168226158,21.0,0.0,0.0
283,2017,M0.5,31.12763996568196,2.74,6.0,3.0,550.0,5.0,19.45649346315918,0.0,0.0,0.0,1.0,1,0.5,0.1,0.0,0,0.0,0.0,1.0,10.0,3.0,0.2775587746976838,14.0,0.0,0.0
284,2017,M0.4,33.13809572512201,2.88,12.0,3.0,550.0,5.0,20.928885488741425,0.0,0.0,0.0,1.0,1,1.5,0.1,0.0,0,0.0,0.0,1.0,10.0,3.0,0.2805346536998906,22.0,0.0,0.0
285,2017,M0.25,32.461880563978085,3.0,12.0,3.0,550.0,5.0,20.478062079455096,0.0,0.0,0.0,1.0,1,3.0,0.1,0.0,0,0.0,0.0,1.0,10.0,3.0,0.28692701806179977,32.0,0.0,0.0
286,2017,M0.2,32.94576478892415,3.14,11.0,3.0,550.0,5.0,20.218998307901103,0.0,0.0,0.0,1.0,1,4.0,0.1,0.0,0,0.0,0.0,1.0,10.0,3.0,0.2985933583638129,39.0,0.0,0.0
287,2017,M0.125,33.71863950762902,3.14,7.0,3.0,550.0,5.0,20.003379710277596,0.0,0.0,0.0,1.0,1,7.0,0.1,0.0,0,0.0,0.0,1.0,10.0,3.0,0.31449660206090496,42.0,0.0,0.0
288,2020,g-C3N4,38.9,2.78,18.9,1.0,550.0,15.0,50.0,1.0,0.0,0.0,0.0,0,0.0,0.1,0.0,0,0.0,0.0,1.0,394.16391075651546,0.1,0.0907,37.0,0.0,0.0
289,2020,TC-CN4,63.4,2.912531113169379,8.7,1.0,550.0,15.0,50.0,1.0,0.0,0.0,0.0,1,20.0,0.1,0.0,0,0.0,0.0,1.0,673.7213068718775,0.1,0.23,57.0,0.0,0.0
290,2021,CN,89.69948344636227,2.7,60.91,2.0,550.0,10.0,15.0,1.0,0.0,0.0,0.0,0,0.0,0.1,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.4315523927654715,36.73,0.0,0.0
291,2021,CN-CCO-3,66.90985780576156,2.425344841461829,46.11,2.0,550.0,10.0,15.0,1.0,0.0,0.0,0.0,1,3.0,0.1,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.24356197493724904,42.26,0.0,0.0
292,2021,CN-CCO-6,57.27350024198143,2.3809236946112313,47.83,2.0,550.0,10.0,15.0,1.0,0.0,0.0,0.0,1,6.0,0.1,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.2863967322349593,45.54,0.0,0.0
293,2012,CN-T,27.1,2.46,14.9,2.0,550.0,10.0,15.0,0.0,1.0,0.0,0.0,0,0.0,0.1,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.042,34.9,0.0,0.0
294,2012,CN-D,30.4,2.58,10.5,2.0,550.0,10.0,15.0,0.0,0.0,1.0,0.0,0,0.0,0.1,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.185,37.5,0.0,0.0
295,2020,CN,48.14,2.7,9.8,1.0,550.0,10.0,15.0,1.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,1.0,0.0,410.0,2.0,0.15186562557904243,19.19,0.0,0.0
297,2017,CN,13.81,2.7,20.778521690261908,2.0,550.0,12.0,10.0,0.0,1.0,0.0,0.0,0,0.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,1.0,0.12,19.5,0.0,0.0
298,2017,CN-W,32.73,2.758653419831056,15.23020676573937,2.0,550.0,12.0,10.0,0.0,1.0,0.0,0.0,0,0.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,1.0,0.22,37.2,0.0,0.0
300,2016,CN,26.5,2.69,18.59807942339148,2.0,550.0,12.0,10.0,0.0,1.0,0.0,0.0,0,0.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.1065800252260263,31.22,0.0,0.0
301,2016,0.5 wt% MoS2-g-C3N4,37.5,2.63,16.776385837479623,2.0,550.0,12.0,10.0,0.0,1.0,0.0,0.0,1,0.5,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.1694136703406287,41.76,0.0,0.0
302,2016,1 wt% MoS2-g-C3N4,37.2,2.59,16.75095975885287,2.0,550.0,12.0,10.0,0.0,1.0,0.0,0.0,1,1.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.16978637701393418,45.43,0.0,0.0
304,2016,3 wt% MoS2-g-C3N4,39.1,2.5,21.248784520550338,2.0,550.0,12.0,10.0,0.0,1.0,0.0,0.0,1,3.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.1858155158909812,35.3,0.0,0.0
306,2020,CN,19.96,2.44,14.802707391873504,4.0,550.0,10.0,10.0,0.0,0.0,0.0,1.0,0,0.0,0.1,0.0,1,0.0,0.0,0.0,1600.0,2.4,0.127,28.12,0.0,0.0
307,2020,7%-Ba-CN,45.73,2.3,23.559981199991384,4.0,550.0,10.0,10.0,0.0,0.0,0.0,1.0,1,7.0,0.1,0.0,1,0.0,0.0,0.0,1600.0,2.4,0.205,42.17,0.0,0.0
310,2017,CN-450,31.0,2.76,15.45,0.0,550.0,10.0,15.0,1.0,0.0,0.0,0.0,0,0.0,0.1,1.0,0,0.0,0.0,0.0,1600.0,2.25,0.091,26.0,0.0,0.0
311,2017,CN-600,35.0,2.5,14.56,0.0,600.0,10.0,15.0,1.0,0.0,0.0,0.0,0,0.0,0.1,1.0,0,0.0,0.0,0.0,1600.0,2.25,0.14,28.5,0.0,0.0
312,2017,CN0,19.8,2.71,12.1,3.0,550.0,1.0,2.5,0.0,0.0,0.0,1.0,0,0.0,0.1,0.0,0,0.0,1.0,0.0,252.8,2.0,0.14673976154690846,18.2,0.0,0.0
313,2017,CN1,28.2,2.74,9.8,3.0,550.0,1.0,2.5,0.0,0.0,0.0,1.0,0,0.0,0.1,0.0,0,0.0,1.0,0.0,252.8,2.0,0.15938428327916315,23.7,0.0,0.0
314,2017,CN2,67.4,2.78,8.2,3.0,550.0,1.0,2.5,0.0,0.0,0.0,1.0,0,0.0,0.1,0.0,0,0.0,1.0,0.0,252.8,2.0,0.1763354291621486,32.8,0.0,0.0
315,2017,CN3,69.2,2.76,11.2,3.0,550.0,1.0,2.5,0.0,0.0,0.0,1.0,0,0.0,0.1,0.0,0,0.0,1.0,0.0,252.8,2.0,0.17666538752655514,26.9,0.0,0.0
316,2015,CN,32.7,2.541140051343506,28.0,4.0,550.0,16.0,15.0,0.0,0.0,0.0,0.0,1,0.0,0.15,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.22,37.2,0.0,0.0
317,2015,6% CeO2/g-C3N4,37.1,2.5562674285142744,26.5,4.0,550.0,16.0,15.0,1.0,0.0,0.0,0.0,1,6.0,0.15,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.132,45.4,0.0,0.0
318,2015,8% CeO2/g-C3N4,35.4,2.509437798374241,26.5,4.0,550.0,16.0,15.0,1.0,0.0,0.0,0.0,1,8.0,0.15,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.118,54.5,0.0,0.0
319,2015,10% C3N4-Ag-20%,38.4,2.5718438079148367,24.0,4.0,550.0,16.0,15.0,1.0,0.0,0.0,0.0,1,10.0,0.15,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.119,52.4,0.0,0.0
321,2017,CNMs,24.22,2.71,21.992662356930932,4.0,520.0,20.0,5.0,0.0,0.0,1.0,0.0,0,0.0,0.3,0.0,0,1.0,0.0,0.0,1600.0,2.4,0.1503,22.7,0.0,0.0
322,2017,BSGSCN,106.38,2.69,17.033559671678226,4.0,520.0,20.0,5.0,0.0,0.0,1.0,0.0,0,0.0,0.3,0.0,0,1.0,0.0,0.0,1600.0,2.4,0.1734,29.6,0.0,0.0
323,2016,CN,10.0,2.63,22.074511119389964,4.0,550.0,10.0,10.0,0.0,0.0,1.0,0.0,0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,3.0,0.708,21.6,0.0,0.0
324,2016,BOC-CN-140,19.96,2.44,14.751914374244514,4.0,550.0,10.0,10.0,0.0,0.0,1.0,0.0,0,0.0,0.1,0.0,1,0.0,0.0,0.0,1600.0,3.0,0.127,26.1,0.0,0.0
325,2016,BOC-CN-160,27.1,2.6,14.9,4.0,550.0,10.0,10.0,0.0,0.0,1.0,0.0,0,0.0,0.1,1.0,0,0.0,0.0,0.0,1600.0,3.0,0.042,34.8,0.0,0.0
326,2018,CN,17.8,2.7,12.505,3.0,550.0,10.0,2.5,0.0,0.0,0.0,1.0,0,0.0,0.1,0.0,0,1.0,0.0,0.0,254.6,3.0,0.14557170568084557,21.466,0.0,0.0
327,2018,CNT,25.5,2.66,11.69,3.0,550.0,10.0,2.5,0.0,0.0,0.0,1.0,0,0.0,0.1,0.0,0,1.0,0.0,0.06055167052220131,254.6,3.0,0.1463842498323277,23.711,0.0,0.0
328,2018,BCNT,27.9,2.54,7.32,3.0,550.0,10.0,2.5,0.0,0.0,0.0,1.0,0,0.0,0.1,0.0,0,1.0,0.0,0.0,254.6,3.0,0.14799437096408932,30.554,0.0,0.0
330,2020,g-C3N4/TiO2-2,35.4,2.6,15.05237511919599,2.0,550.0,10.0,5.0,0.0,0.0,0.0,1.0,1,5.0,0.1,0.0,0,1.0,0.0,0.0,790.0,2.4,0.118,55.4,0.0,0.0
331,2020,CN,46.31311920787681,2.86,39.4,1.0,550.0,15.0,15.0,1.0,0.0,0.0,0.0,0,0.0,0.2,0.0,0,0.0,1.0,0.0,410.0,2.0,0.14454413024482435,20.2,0.0,0.0
332,2020,0.5% InP/g-C3N4,47.212097622383126,2.12,17.5,1.0,550.0,15.0,15.0,1.0,0.0,0.0,0.0,1,0.5,0.2,0.0,0,0.0,1.0,0.0,410.0,2.0,0.14644736265224884,39.6,0.0,0.0
335,2020,CN,34.8,3.0,8.8,4.0,550.0,10.0,10.0,0.0,0.0,0.0,1.0,0,0.0,0.2,0.0,0,0.0,1.0,0.0,1600.0,2.0,0.17749159607492795,22.0,0.0,0.0
